"mall_or_street","mall_or_street_name","merchant_category","merchant_name","address"
"Street","Tanjong Katong Road","RESTAURANT","THE BAR STATION","362 TANJONG KATONG ROAD SINGAPORE 437122"
"Street","Joo Chiat Road","RETAIL","THE BARKERY","326 JOO CHIAT ROAD SINGAPORE 427583"
"Street","Beach Road","RETAIL","THE BELUGA CLUB","247 BEACH ROAD #02 SINGAPORE 189756"
"Street","Bukit Pasoh Road","RETAIL","THE BESPOKE DB COLLECTION","2 BUKIT PASOH ROAD SINGAPORE 089816"
"In-Mall & Building","Plaza Singapura","RETAIL","THE BETTER TOY STORE","68 ORCHARD ROAD #03-19/19A SINGAPORE 238839"
"Street","Club Street","RETAIL","THE BLONDE TOURAGE","52 CLUB STREET SINGAPORE 069429"
"Street","Tanjong Pagar Road","RESTAURANT","THE BLUE GINGER RESTAURANT","97 TANJONG PAGAR ROAD SINGAPORE 088518"
"In-Mall & Building","NEX","RETAIL","THE BODY SHOP","23 SERANGOON CENTRAL #01-45 SINGAPORE 039593"
"In-Mall & Building","Bugis Junction","RETAIL","THE BODY SHOP","200 VICTORIA STREET #01-26/26A/27/27A SINGAPORE 188021"
"In-Mall & Building","Plaza Singapura","RETAIL","THE BODY SHOP","68 ORCHARD ROAD #01-02 SINGAPORE 238839"
"In-Mall & Building","Parkway Parade","RETAIL","THE BODY SHOP","80 MARINE PARADE ROAD #B1-50/66 SINGAPORE 449296"
"In-Mall & Building","Bedok Mall","RETAIL","THE BODY SHOP","311 NEW UPPER CHANGI ROAD #01-26 SINGAPORE 467360"
"In-Mall & Building","Tampines Mall","RETAIL","THE BODY SHOP","4 TAMPINES CENTRAL 5 #01-30 SINGAPORE 529510"
"In-Mall & Building","Junction 8","RETAIL","THE BODY SHOP","9 BISHAN PLACE #01-44 SINGAPORE 579837"
"In-Mall & Building","Lot One","RETAIL","THE BODY SHOP","21 CHOA CHU KANG AVENUE 4 #01-14 SINGAPORE 689812"
"In-Mall & Building","Northpoint City","RETAIL","THE BODY SHOP","930 YISHUN AVENUE 2 #01-09 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RETAIL","THE BODY SHOP","83 PUNGGOL CENTRAL #01-55 SINGAPORE 828761"
"Street","Joo Chiat Place","RESTAURANT","THE BREWING GROUND","406 JOO CHIAT PLACE #01-24 SINGAPORE 428084"
"In-Mall & Building","Tampines Mall","RETAIL","THE BRICK SHOP","4 TAMPINES CENTRAL 5 #03-20/21 SINGAPORE 529510"
"In-Mall & Building","NEX","RETAIL","THE BRICK SHOP","23 SERANGOON CENTRAL #04-52/53 SINGAPORE 556083"
"In-Mall & Building","Katong V","RESTAURANT","THE CANOPY CAFE","30 EAST COAST ROAD #01-01 SINGAPORE 428751"
"In-Mall & Building","Tampines Mall","RETAIL","THE CARE LAUNDRY","4 TAMPINES CENTRAL 5 #B2-K1 SINGAPORE 529510"
"In-Mall & Building","Lot One","RETAIL","THE CARE LAUNDRY","21 CHOA CHU KANG AVENUE 4 #B2-K1 SINGAPORE 689812"
"Street","Bugis Village","RESTAURANT","THE CATCAFE PRIVATE LIMITED","241B VICTORIA STREET SINGAPORE 188030"
"Street","Joo Chiat Road","RETAIL","THE CHEESE SHOP","267 JOO CHIAT ROAD #01-01 SINGAPORE 427521"
"In-Mall & Building","NEX","RETAIL","THE CHEONGSAM SHOPPE ","23 SERANGOON CENTRAL #02-35 SINGAPORE 556083"
"Street","Joo Chiat Road","RESTAURANT","THE CIDER PIT","328 JOO CHIAT ROAD #01-03 SINGAPORE 427585"
"Street","Joo Chiat Road","RESTAURANT","THE CILANTRO PTE LIMITED","102 JOO CHIAT ROAD #01-00 SINGAPORE 427396"
"Street","Amoy Street","RESTAURANT","THE CLUBROOM","115 AMOY STREET SINGAPORE 069935"
"Street","Beach Road","RESTAURANT","THE COCONUT CLUB","269 BEACH ROAD SINGAPORE 199546"
"In-Mall & Building","New Bahru","RETAIL","THE COCONUT CLUB","46 & 58 KIM YAM RD #01-14 SINGAPORE 239351"
"In-Mall & Building","Change Alley","RESTAURANT","THE COFFEE BEAN","30 RAFFLES PLACE #01-09 SINGAPORE 048622"
"In-Mall & Building","International Plaza","RESTAURANT","THE COFFEE BEAN","10 ANSON ROAD #01-32 SINGAPORE 079903"
"In-Mall & Building","Bugis Junction","RESTAURANT","THE COFFEE BEAN","200 VICTORIA STREET #03-10H SINGAPORE 188021"
"In-Mall & Building","Bugis+","RESTAURANT","THE COFFEE BEAN","201 VICTORIA STREET #01-06 SINGAPORE 188067"
"In-Mall & Building","Plaza Singapura","RESTAURANT","THE COFFEE BEAN","68 ORCHARD ROAD #05-20 SINGAPORE 238839"
"In-Mall & Building","Parkway Parade","RESTAURANT","THE COFFEE BEAN","80 MARINE PARADE ROAD #B1-83H SINGAPORE 449269"
"Street","East Coast Park","RESTAURANT","THE COFFEE BEAN","1000 EAST COAST PARKWAY #01-01 SINGAPORE 449876"
"In-Mall & Building","Bedok Mall","RESTAURANT","THE COFFEE BEAN","311 NEW UPPER CHANGI ROAD #01-01 SINGAPORE 467360"
"In-Mall & Building","NEX","RESTAURANT","THE COFFEE BEAN","23 SERANGOON CENTRAL #02-K10 SINGAPORE 556083"
"In-Mall & Building","Junction 8","RESTAURANT","THE COFFEE BEAN","9 BISHAN PLACE #01-34/2 SINGAPORE 579837"
"In-Mall & Building","IMM Building","RESTAURANT","THE COFFEE BEAN","2 JURONG EAST STREET 21 #01-126 SINGAPORE 609601"
"In-Mall & Building","West Mall","RESTAURANT","THE COFFEE BEAN","1 BUKIT BATOK CENTRAL LINK #01-09 SINGAPORE 658713"
"In-Mall & Building","Lot One","RESTAURANT","THE COFFEE BEAN","21 CHOA CHU KANG AVENUE 4 #01-01 SINGAPORE 689812"
"In-Mall & Building","Northpoint City","RESTAURANT","THE COFFEE BEAN","1 NORTHPOINT DRIVE #01-110 SINGAPORE 768019"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","THE COFFEE BEAN","83 PUNGGOL CENTRAL #01-27 SINGAPORE 828761"
"Street","Neil Road","RESTAURANT","THE COFFEE CODE SINGAPORE","37 NEIL ROAD SINGAPORE 088822"
"In-Mall & Building","One Raffles Place","RESTAURANT","THE DAILY CUT","1 RAFFLES PLACE #B1-31 SINGAPORE 048616"
"In-Mall & Building","Guoco Tower","RESTAURANT","THE DAILY CUT","7 WALLICH STREET #B2-16 SINGAPORE 078884"
"In-Mall & Building","Bedok Mall","RETAIL","THE DOOR","311 NEW UPPER CHANGI ROAD #B1-33 SINGAPORE 467360"
"In-Mall & Building","The Sail - Marina Bay","RESTAURANT","THE DRUG STORE","4 MARINA BOULEVARD #01-33 SINGAPORE 018987"
"Street","South Bridge Road","RETAIL","THE EYE PLACE ","223 SOUTH BRIDGE ROAD SINGAPORE 058772"
"In-Mall & Building","Bugis Junction","RETAIL","THE FACE SHOP","200 VICTORIA STREET #01-28/28A SINGAPORE 188021"
"In-Mall & Building","Bedok Mall","RETAIL","THE FACE SHOP","311 NEW UPPER CHANGI ROAD #01-37 SINGAPORE 467360"
"In-Mall & Building","NEX","RETAIL","THE FACE SHOP","23 SERANGOON CENTRAL #B1-22 SINGAPORE 556083"
"In-Mall & Building","Junction 8","RETAIL","THE FACE SHOP","9 BISHAN PLACE #01-27 SINGAPORE 579837"
"In-Mall & Building","West Mall","RETAIL","THE FACE SHOP","1 BUKIT BATOK CENTRAL LINK #02-18 SINGAPORE 658713"
"In-Mall & Building","Northpoint City","RETAIL","THE FACE SHOP","930 YISHUN AVENUE 2 #01-10 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RETAIL","THE FACESHOP","83 PUNGGOL CENTRAL #B1-33 SINGAPORE 828761"
"Street","Amoy Street","RETAIL","THE FAT KID BAKERY","39 AMOY STREET SINGAPORE 069865"
"In-Mall & Building","I12 Katong","RESTAURANT","THE FISH & CHIPS SHOPS","112 EAST COAST ROAD #B1-44/45 SINGAPORE 428802"
"Street","Teo Hong Road","RETAIL","THE FLUXUS HOUSE","23 TEO HONG ROAD SINGAPORE 088332"
"Street","Amoy Street","RESTAURANT","THE FLYING SQUIRREL","92 AMOY STREET #01-02 SINGAPORE 069911"
"Street","Sago Street","RESTAURANT","THE FOOD PEEPS","34 SAGO STREET SINGAPORE 059026"
"Street","First Street","RETAIL","THE GALLERY HAIR STUDIO","2 FIRST STREET #01-07 SINGAPORE 458278"
"Street","Arab Street","RETAIL","THE GLAM SHOP","102 ARAB STREET SINGAPORE 199798"
"Street","Neil Road","RESTAURANT","THE GLASSHOUSE","136 NEIL ROAD #01-01 SINGAPORE 088865"
"In-Mall & Building","Chijmes","RESTAURANT","THE GLASSHOUSE","30 VICTORIA STREET #01-03 SINGAPORE 187996"
"Street","Tras Street","RESTAURANT","THE GOGIJIP","33 #01-01 SINGAPORE 078973"
"In-Mall & Building","Duo","RESTAURANT","THE GONG BY DRINKS & CO","7 FRASER STREET #01-59/60 SINGAPORE 189356"
"In-Mall & Building","The Woodleigh Mall","RETAIL","THE GREEN PARTY","11 BIDADARI PARK DRIVE #01-46/47 SINGAPORE 367803"
"In-Mall & Building","NEX","RETAIL","THE GREEN PARTY","23 SERANGOON CENTRAL #04-55/56 SINGAPORE 556083"
"In-Mall & Building","Northpoint City","RETAIL","THE GREEN PARTY","930 YISHUN AVENUE 2 #01-107/018 /115-117 SINGAPORE 769098"
"In-Mall & Building","Paya Lebar Quarter","RETAIL","THE GREENCAPSULE","10 PAYA LEBAR ROAD #04-K1 SINGAPORE 409057"
"In-Mall & Building","Raffles Xchange","RESTAURANT","THE GRILL KNIFE","5 RAFFLES PLACE #B1-64 SINGAPORE 048618"
"In-Mall & Building","NEX","RESTAURANT","THE HAINAN STORY","23 SERANGOON CENTRAL #02-17 SINGAPORE 556083"
"Street","Holland Avenue","RETAIL","THE HAIR LOUNGE ","277A HOLLAND AVENUE SINGAPORE 278994"
"In-Mall & Building","The Star Vista","RETAIL","THE HEADLESS BAKER & SONS","1 VISTA EXCHANGE GREEN #01-14 SINGAPORE 138617"
"Street","Jalan Sultan","RETAIL","THE HERITAGE SHOP","93 JALAN SULTAN #01-01 SINGAPORE 198997"
"Street","Duxton Road","RESTAURANT","THE HOUSE CHUNGDAM","72 DUXTON ROAD SINGAPORE 089531"
"Street","Haji Lane","RETAIL","THE HUMBLE MAN ","69 HAJI LANE SINGAPORE 189262"
"In-Mall & Building","NEX","RETAIL","THE IMPRINT","23 SERANGOON CENTRAL #04-K09/K10 SINGAPORE 556083"
"In-Mall & Building","Plaza Singapura","RESTAURANT","THE JELLYHEARTS","68 ORCHARD ROAD #B2-61 SINGAPORE 238839"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","THE JELLYHEARTS","11 BIDADARI PARK DRIVE #B1-K9 SINGAPORE 367803"
"Street","Pagoda Street","RETAIL","THE JEWELLERY FACTORY","45 PAGODA STREET SINGAPORE 059204"
"Street","Lorong Liput","RETAIL","THE LASH COMPANY","27B LORONG LIPUT SINGAPORE 277738"
"Street","East Coast Road","RETAIL","THE LASH COMPANY","101 EAST COAST ROAD #02-00 SINGAPORE 428796"
"In-Mall & Building","West Mall","RETAIL","THE LISTENING LAB","1 BUKIT BATOK CENTRAL LINK #02-10 SINGAPORE 658713"
"Street","North Bridge Road","RETAIL","THE LOOOK SALON PTE. LTD.","770A NORTH BRIDGE ROAD SINGAPORE 198738"
"Street","Bussorah Street","RESTAURANT","THE MALAYAN COUNCIL","71 BUSSORAH STREET SINGAPORE 199484"
"Street","East Coast Road","RESTAURANT","THE MANGOTREE INDIAN COASTAL RESTAURT","91 EAST COAST ROAD SINGAPORE 428791"
"In-Mall & Building","Northpoint City","RESTAURANT","THE MANHATTAN FISH MARKET","930 YISHUN AVENUE 2 #02-06/07 SINGAPORE 769098"
"Street","Tanjong Pagar Road","RESTAURANT","THE MANOR","AMARA SINGAPORE 088539"
"In-Mall & Building","Chijmes","RESTAURANT","THE MODERN IZAKAYA","30 VICTORIA STREET #01-18 SINGAPORE 187996"
"Street","Haji Lane","RETAIL","THE NAIL ARTELIER","76A HAJI LANE SINGAPORE 189269"
"Street","East Coast Road","RETAIL","THE NAIL ARTISTRY ","27 EAST COAST ROAD SINGAPORE 428749"
"In-Mall & Building","Myvillage - Serangoon","RETAIL","THE NAIL ARTISTRY ","1 MAJU AVE #01-23 SINGAPORE 556680"
"In-Mall & Building","Holland Road Shopping Centre","RETAIL","THE NAIL SANCTUARY","211 HOLLAND AVENUE #03-09 SINGAPORE 278967"
"Street","South Bridge Road","RETAIL","THE NEE VINTAGE STORE","230 SOUTH BRIDGE ROAD #02 & #03-232A/232B SINGAPORE 058781"
"In-Mall & Building","IMM Building","RETAIL","THE NORTH FACE","2 JURONG EAST ST 21 #02-05 SINGAPORE 609601"
"In-Mall & Building","I12 Katong","RETAIL","THE OASIS LIVING ","112 EAST COAST ROAD #02-04 SINGAPORE 179103"
"In-Mall & Building","Bugis Junction","RETAIL","THE ODBO ","200 VICTORIA STREET #02-22 SINGAPORE 188021"
"In-Mall & Building","Bugis Cube","RETAIL","THE ORGANIC ROOM SG","470 NORTH BRIDGE ROAD #04-03 SINGAPORE 188735"
"In-Mall & Building","Holland Road Shopping Centre","RETAIL","THE PAMPER ROOM","211 HOLLAND AVENUE #03-14A SINGAPORE 278967"
"In-Mall & Building","The Star Vista","RETAIL","THE PET SAFARI","1 VISTA EXCHANGE GREEN #01-14/15 SINGAPORE 138617"
"In-Mall & Building","NEX","RETAIL","THE PET SAFARI","23 SERANGOON CENTRAL #04-03/71 SINGAPORE 556083"
"In-Mall & Building","Punggol Waterway Point","RETAIL","THE PET SAFARI","83 PUNGGOL CENTRAL #B2-10 SINGAPORE 828761"
"In-Mall & Building","NEX","RETAIL","THE PETS WORKSHOP","23 SERANGOON CENTRAL #04-71 SINGAPORE 556083"
"Street","Lorong Liput","RESTAURANT","THE PIT","21 LORONG LIPUT SINGAPORE 277733"
"In-Mall & Building","Plaza Singapura","RESTAURANT","THE PIZZA MARU + & SEOUL YUMMY CHEGO","68 ORCHARD ROAD #04-64 SINGAPORE 238839"
"In-Mall & Building","Westgate","RETAIL","THE PLANET TRAVELLER","3 GATEWAY DRIVE #01-37 SINGAPORE 608532"
"In-Mall & Building","100AM","RESTAURANT","THE PUBLIC IZAKAYA","100 TRAS STREET #01-09 SINGAPORE 079027"
"Street","Upper East Coast Road","RESTAURANT","THE ROYALS CAFÉ","19 UPPER EAST COAST ROAD SINGAPORE 455209"
"In-Mall & Building","Change Alley","RESTAURANT","THE SANDWICH SHOP","16 COLLYER QUAY #01-04 SINGAPORE 049318"
"In-Mall & Building","Icon Village","RESTAURANT","THE SHELF SIDE","12 GOPENG STREET #01-24 SINGAPORE 078877"
"In-Mall & Building","Bugis+","RETAIL","THE SMELL LAB","201 VICTORIA STREET #01-09 SINGAPORE 188067"
"Street","Punggol East","RESTAURANT","THE SMOK HOUS BARBECUE","50 PUNGGOL EAST #01-K34 COMMUNITY GRANDSTAND SINGAPORE 882886"
"Street","Kreta Ayer Road","RESTAURANT","THE SOCIAL SPACE CHINATOWN","333 KRETA AYER ROAD #01-14 SINGAPORE 080333"
"In-Mall & Building","Northpoint City","RESTAURANT","THE SOUP SPOON","1 NORTHPOINT DRIVE #B2-113 SINGAPORE 768019"
"In-Mall & Building","Bugis Junction","RESTAURANT","THE SOUP SPOON BUGIS JUNCTION","200 VICTORIA STREET #B1-K24A SINGAPORE 188021"
"In-Mall & Building","Raffles Xchange","RESTAURANT","THE SOUP SPOON RAFFLES XCHANGE","5 RAFFLES PLACE #B1-65 SINGAPORE 048618"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","THE SOUP SPOON UNION - WOODLEIGH","11 BIDADARI PARK DRIVE #01-39 SINGAPORE 367803"
"In-Mall & Building","100AM","RETAIL","THE SPACE KOREAN HAIR SALON","100 TRAS STREET #02-06 SINGAPORE 079027"
"In-Mall & Building","West Mall","RETAIL","THE SPA-LON","1 BUKIT BATOK CENTRAL LINK #04-19 SINGAPORE 658713"
"In-Mall & Building","Bugis Junction","RETAIL","THE STAGEWALK ","200 VICTORIA STREET #03-18A SINGAPORE 188021"
"In-Mall & Building","Junction 8","RETAIL","THE STAGEWALK ","9 BISHAN PLACE #02-42 SINGAPORE 579837"
"Street","Amoy Street","RETAIL","THE SUIT FACTORY","81 AMOY STREET #02-00 SINGAPORE 069900"
"Street","Stanley Street","RESTAURANT","THE SUSHI BAR","17 STANLEY STREET SINGAPORE 068736"
"In-Mall & Building","Plaza Singapura","RESTAURANT","THE SUSHI BAR","68 ORCHARD ROAD #04-68 SINGAPORE 238839"
"In-Mall & Building","Maxwell Chamber","RESTAURANT","THE TIPSY TAVERN","32 MAXWELL ROAD #01-08 SINGAPORE 069115"
"In-Mall & Building","Plaza Singapura","RETAIL","THE TRAVEL STORE","68 ORCHARD ROAD #04-05 SINGAPORE 238839"
"In-Mall & Building","NEX","RETAIL","THE TRAVEL STORE","23 SERANGOON CENTRAL #04-57 SINGAPORE 556083"
"In-Mall & Building","IMM Building","RETAIL","THE TRAVEL STORE","2 JURONG EAST ST 21 #02-28 SINGAPORE 609601"
"In-Mall & Building","100AM","RESTAURANT","THE TREE CAFÉ","100 TRAS STREET #01-01 SINGAPORE 079027"
"Street","Joo Chiat Road","RESTAURANT","THE VELVET CUT","51 JOO CHIAT ROAD #01-02 SINGAPORE 427373"
"In-Mall & Building","Bugis Junction","RETAIL","THE WALLET SHOP","200 VICTORIA STREET #02-18E SINGAPORE 188021"
"In-Mall & Building","Parkway Parade","RETAIL","THE WALLET SHOP","80 MARINE PARADE ROAD #01-31 SINGAPORE 449269"
"In-Mall & Building","Bedok Mall","RETAIL","THE WALLET SHOP","311 NEW UPPER CHANGI ROAD #01-54 SINGAPORE 467360"
"In-Mall & Building","Tampines Mall","RETAIL","THE WALLET SHOP","4 TAMPINES CENTRAL 5 #02-09 SINGAPORE 529510"
"In-Mall & Building","Westgate","RETAIL","THE WALLET SHOP","3 GATEWAY DRIVE #02-33 SINGAPORE 608532"
"In-Mall & Building","Northpoint City","RETAIL","THE WALLET SHOP","930 YISHUN AVENUE 2 #01-20 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RETAIL","THE WALLET SHOP","83 PUNGGOL CENTRAL #01-75 SINGAPORE 828761"
"In-Mall & Building","One Raffles Place","RETAIL","THE WHISKY DISTILLERY","1 RAFFLES PLACE #01-07 SINGAPORE 048616"
"Street","Jalan Sultan","RESTAURANT","THE WHITE LABEL","101 JALAN SULTAN #01-02 SINGAPORE 199002"
"Street","Peck Seah Street","RESTAURANT","THE WHOLE EARTH VEGETARIAN RESTAURANT","76 PECK SEAH STREET #01-01 SINGAPORE 079331"
"Street","East Coast Road","RESTAURANT","THE WINE COVE","907 EAST COAST ROAD #01-03 SINGAPORE 459107"
"In-Mall & Building","Chijmes","RESTAURANT","THE WINERY","30 VICTORIA STREET #B1-05 SINGAPORE 187996"
"Street","Amoy Street","RESTAURANT","THE WIRED MONKEY SG","5 AMOY STREET SINGAPORE 049948"
"Street","Trengganu Street","RESTAURANT","THE WIZARD'S BREW","10B TRENGGANU STREET SINGAPORE 058464"
"Street","Mohamed Sultan Road","RESTAURANT","THEVAR","16 MOHAMED SULTAN ROAD SINGAPORE 238965"
"Street","Duxton Hill","RESTAURANT","THIRTY9","39 DUXTON HILL SINGAPORE 089617"
"In-Mall & Building","The Sail - Marina Bay","RESTAURANT","THREE HANDS COFFEE PTE. LTD.","2 MARINA BOULEVARD #01-01 SINGAPORE 018987"
"In-Mall & Building","NEX","RESTAURANT","THYE MOH CHAN","23 SERANGOON CENTRAL #B2-58/59 SINGAPORE 556083"
"Street","South Bridge Road","RETAIL","THYE SHAN MEDICAL HALL","266 SOUTH BRIDGE ROAD SINGAPORE 058813"
"Street","Seng Poh Road","RESTAURANT","TIANN'S","71 SENG POH ROAD #01-35 SINGAPORE 160071"
"In-Mall & Building","Plaza Singapura","RESTAURANT","TIM HO WAN","68 ORCHARD ROAD #01-29A SINGAPORE 238839"
"In-Mall & Building","Westgate","RESTAURANT","TIM HO WAN","3 GATEWAY DRIVE #01-13/14 SINGAPORE 608532"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","TIM HO WAN","83 PUNGGOL CENTRAL #01-62 SINGAPORE 828761"
"In-Mall & Building","One Raffles Place","RESTAURANT","TIM HORTONS","1 RAFFLES PLACE #01-11/12 SINGAPORE 048616"
"In-Mall & Building","Plaza Singapura","RESTAURANT","TIM HORTONS","68 ORCHARD ROAD #02-K1/K2/K3/K5/K6 SINGAPORE 238839"
"In-Mall & Building","I12 Katong","RESTAURANT","TIM HORTONS","112 EAST COAST ROAD #01-28 SINGAPORE 428802"
"In-Mall & Building","Parkway Parade","RESTAURANT","TIM HORTONS","80 MARINE PARADE ROAD #01-02 SINGAPORE 449269"
"In-Mall & Building","NEX","RESTAURANT","TIM HORTONS","23 SERANGOON CENTRAL #01-10 SINGAPORE 556083"
"In-Mall & Building","IMM Building","RETAIL","TIMBERLAND","2 JURONG EAST STREET 21 #01-02/03/04 SINGAPORE 609601"
"In-Mall & Building","Bugis Junction","RETAIL","TIMBUK2","200 VICTORIA STREET #03-12 SINGAPORE 188021"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","TIME FOR THAI ","11 BIDADARI PARK DRIVE #B1-K38 SINGAPORE 367803"
"Street","South Bridge Road","RETAIL","TIN SING GOLDSMITHS ","203/205/207 SOUTH BRIDGE ROAD SINGAPORE 058752"
"Street","Joo Chiat Road","RETAIL","TINHILL SALON","331 JOO CHIAT ROAD SINGAPORE 427587"
"Street","South Bridge Road","RETAIL","TINTIN SHOP","274 SOUTH BRIDGE ROAD SINGAPORE 058823"
"Street","Eng Hoon Street","RESTAURANT","TIONG BAHRU BAKERY","56 ENG HOON STREET #01-70 SINGAPORE 160056"
"In-Mall & Building","Plaza Singapura","RESTAURANT","TIONG BAHRU BAKERY","68 ORCHARD ROAD #01-23 SINGAPORE 238839"
"Street","Jalan Merah Saga","RESTAURANT","TIONG BAHRU BAKERY","43 JALAN MERAH SAGA #01-74 SINGAPORE 278115"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","TIONG BAHRU BAKERY","11 BIDADARI PARK DRIVE #02-47 SINGAPORE 367803"
"Street","Upper East Coast Road","RESTAURANT","TIONG BAHRU BAKERY","77 UPPER EAST COAST ROAD #01-01 SINGAPORE 455218"
"Street","Maju Avenue","RESTAURANT","TIONG BAHRU BAKERY","8 MAJU AVENUE SINGAPORE 556686"
"In-Mall & Building","One Raffles Place","RESTAURANT","TIP TOP CURRY PUFF","1 RAFFLES PLACE #B1-26 SINGAPORE 048616"
"In-Mall & Building","Guoco Tower","RESTAURANT","TIP TOP CURRY PUFF","7 WALLICH STREET #B2-20 SINGAPORE 078884"
"In-Mall & Building","Bugis Junction","RESTAURANT","TIP TOP CURRY PUFF","200 VICTORIA STREET #01-68A SINGAPORE 188021"
"In-Mall & Building","Paya Lebar Quarter","RESTAURANT","TIPSY BIRD GASTROBAR","1 PAYA LEBAR LINK #01-08 SINGAPORE 408533"
"In-Mall & Building","Paya Lebar Quarter","RETAIL","TISSOT","10 PAYA LEBAR ROAD #01-27 SINGAPORE 409057"
"In-Mall & Building","Marina Bay Link Mall","RESTAURANT","TOAST BOX","8A MARINA BOULEVARD #B2-18 SINGAPORE 018984"
"Street","Telok Ayer - Cross Street","RESTAURANT","TOAST BOX","8 CROSS STREET #01-K1 SINGAPORE 048424"
"Street","Seng Poh Road","RESTAURANT","TOAST BOX","58 SENG POH ROAD #01-31 SINGAPORE 160058"
"In-Mall & Building","Bugis Junction","RESTAURANT","TOAST BOX","200 VICTORIA STREET #01-67 SINGAPORE 188021"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","TOAST BOX","11 BIDADARI PARK DRIVE #01-35/36 SINGAPORE 367803"
"In-Mall & Building","Bedok Mall","RESTAURANT","TOAST BOX","311 NEW UPPER CHANGI ROAD #B2-25/26 SINGAPORE 467360"
"In-Mall & Building","Tampines Mall","RESTAURANT","TOAST BOX","4 TAMPINES CENTRAL 5 #01-32 SINGAPORE 529510"
"In-Mall & Building","NEX","RESTAURANT","TOAST BOX","23 SERANGOON CENTRAL #B2-58/59 SINGAPORE 556083"
"In-Mall & Building","Myvillage - Serangoon","RESTAURANT","TOAST BOX","1 MAJU AVENUE #01-01 SINGAPORE 556679"
"In-Mall & Building","Junction 8","RESTAURANT","TOAST BOX","9 BISHAN PLACE #01-35/36 SINGAPORE 579837"
"In-Mall & Building","Westgate","RESTAURANT","TOAST BOX","3 GATEWAY DRIVE #02-02 SINGAPORE 608532"
"In-Mall & Building","IMM Building","RESTAURANT","TOAST BOX","2 JURONG EAST STREET 21 #01-98 SINGAPORE 609601"
"In-Mall & Building","West Mall","RESTAURANT","TOAST BOX","1 BUKIT BATOK CENTRAL LINK #01-44/45/46 SINGAPORE 658713"
"In-Mall & Building","Northpoint City","RESTAURANT","TOAST BOX","930 YISHUN AVENUE 2 #01-49 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","TOAST BOX","83 PUNGGOL CENTRAL #B1-15 SINGAPORE 828761"
"Street","Tanjong Pagar Road","RESTAURANT","TODAMGOL","31 TANJONG PAGAR ROAD #01-01 SINGAPORE 088450"
"In-Mall & Building","Bugis+","RETAIL","TOG CONNECTION ","201 VICTORIA STREET #05-04/05/06 SINGAPORE 188067"
"Street","Telok Ayer Street","RESTAURANT","TOKU NORI","200A TELOK AYER STREET SINGAPORE 068638"
"In-Mall & Building","Bugis Junction","RESTAURANT","TOKYO SHOKUDO","200 VICTORIA STREET #B1-07 SINGAPORE 188021"
"In-Mall & Building","Plaza Singapura","RESTAURANT","TOKYO SHOKUDO","68 ORCHARD ROAD #02-35 SINGAPORE 238839"
"In-Mall & Building","Tampines Mall","RESTAURANT","TOKYO SHOKUDO","4 TAMPINES CENTRAL 5 #04-02 SINGAPORE 529510"
"In-Mall & Building","Westgate","RESTAURANT","TOKYO SHOKUDO","3 GATEWAY DRIVE #03-09 SINGAPORE 608532"
"In-Mall & Building","Lot One","RESTAURANT","TOKYO SHOKUDO","21 CHOA CHU KANG AVENUE 4 #B1-12/13 SINGAPORE 689812"
"In-Mall & Building","Northpoint City","RESTAURANT","TOKYO SHOKUDO","1 NORTHPOINT DRIVE #01-175 SINGAPORE 768019"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","TOKYO SHOKUDO","83 PUNGGOL CENTRAL #B1-14 SINGAPORE 828761"
"In-Mall & Building","Paya Lebar Quarter","RETAIL","TOM & STEFANIE","10 PAYA LEBAR ROAD #03-18 SINGAPORE 409057"
